Property_id,Price,Category,Square_foot,Address,City,State,Zip Code,Property_link,Latitude,Longitude
269,5500000,retail,24090,100 S Second St, San Jose, CA ,95113,https://www.crexi.com/properties/1498338/california-100-s-2nd,37.3347199,-121.8879052
270,7700000,Office,22000,990 Ames Ave, Milpitas, CA ,95035,https://www.crexi.com/properties/1583395/california-990-ames-ave,37.4200924,-121.8857783
271,1500000,retail,7376,7201 International Blvd, Oakland, CA ,94621,https://www.crexi.com/properties/1660918/california-7201-7215-international-blvd,37.759282,-122.18807
272,4990000,retail,15000,100 Yacht Club Dr, San Rafael, CA ,94901,https://www.crexi.com/properties/1210474/california-100-yacht-club-dr,37.9683415,-122.5165338
273,1600000,office,2302,1802 San Miguel Dr, Walnut Creek, CA ,94596,https://www.crexi.com/properties/1553613/california-1802-san-miguel-drive-walnut-creek,37.896584,-122.0535147
274,1800000,retail,1900,221 E San Fernando St, San Jose, CA ,95112,https://www.crexi.com/properties/1542916/california-221-e-san-fernando-st,37.3367201,-121.8847118
275,3395000,office,4875,573 University Ave, Los Gatos, CA ,95032,https://www.crexi.com/properties/1412192/california-569-573-university-avenue,37.2326783,-121.9778518
276,1850000,office,7000,2454 Stanwell Dr, Concord, CA ,94520,https://www.crexi.com/properties/1109681/california-2454-stanwell-drive,37.9845121,-122.0479615
277,3800000,office,6400,1181 Boulevard Way, Walnut Creek, CA ,94595,https://www.crexi.com/properties/1147113/california-1181-boulevard-way,37.8945742,-122.0752776
278,1800000,office,1751,821 W El Camino Real, Mountain View, CA ,94040,https://www.crexi.com/properties/1472983/california-821-w-el-camino-real,37.3858363,-122.0848319
279,1345000,retail,1648,201 Guerrero St, San Francisco, CA ,94103,https://www.crexi.com/properties/778145/california-201-guerrero-street-san-francisco-ca-94103,37.767921,-122.424287
280,3250000,retail,3320,5901 Owens Dr, Pleasanton, CA ,94588,https://www.crexi.com/properties/1615805/california-5901-owens-dr,37.6996289,-121.9034303
281,2495000,restaurant,6464,650 Lincoln Ave, San Jose, CA ,95126,https://www.crexi.com/properties/1412186/california-650-lincoln-avenue-san-jose,37.3176133,-121.9077304
282,2250000,office,3300,699 2nd St, San Francisco, CA ,94107,https://www.crexi.com/properties/1152710/california-699-2nd-street,37.780857,-122.3906171
283,3250000,restaurant,5800,335 S Van Ness Ave, San Francisco, CA ,94103,https://www.crexi.com/properties/1550560/california-335-s-van-ness-ave-san-francisco-ca-94103,37.7678413,-122.4174061
284,2350000,retail,14000,813 A St, San Rafael, CA ,94901,https://www.crexi.com/properties/1465194/california-813-a-street-san-rafael,37.97177,-122.5287971
285,8000000,office,11520,511 Sir Francis Drake Blvd, Larkspur, CA ,94904,https://www.crexi.com/properties/996339/california-511-sir-francis-drake-blvd,37.9477975,-122.5266806
286,1290000,retail,3000,22 E. 10th st, Tracy, CA ,95376,https://www.crexi.com/properties/1578163/california-22-e-10th-st,37.7382772,-121.4253728
287,7500000,retail,7225,1014 Timothy Dr, San Jose, CA ,95133,https://www.crexi.com/properties/1098412/california-1014-timothy-drive,37.3636287,-121.8798679
288,2575000,Services,83600,1175 Elko Dr, Sunnyvale, CA ,94089,https://www.crexi.com/properties/1559451/california-1175-elko-drive,37.4070917,-121.9927065
289,4247600,Restaurant,15170,602 Enterprise Ct, Livermore, CA ,94550,https://www.crexi.com/properties/1413014/california-602-enterprise-court,37.7037046,-121.7001113
290,2984700,retail,15170,26953 - I Mission Blvd, Hayward, CA ,94544,https://www.crexi.com/properties/1554553/california-edible-arrangements-hayward,37.6443406,-122.0624824
291,4480000,retail,10624,2221 Railroad Ave, Pittsburg, CA ,94565,https://www.crexi.com/properties/1401696/california-stoneman-plaza,38.0135971,-121.8903469
292,2575000,office,148846,3060 N First St, San Jose, CA ,95134,https://www.crexi.com/properties/987655/california-3060-3080-north-first-street-san-jose-ca-95134,37.3971894,-121.9339182
293,1285900,office,2338,2051 Junction Ave, San Jose, CA ,95131,https://www.crexi.com/properties/1465774/california-2051-junction-avenue,37.3825358,-121.9122168
294,2950000,restaurant,6725,3065 16th St, SF, CA ,94103,https://www.crexi.com/properties/502529/california-3065-16th-street,37.7646392,-122.4209674
295,2895000,retail,2940,1342 Lincoln Ave, San Jose, CA ,95125,https://www.crexi.com/properties/1290033/california-1342-lincoln-ave,37.304298,-121.897747
296,8100000,Services,48560,25377 Huntwood Ave, Hayward, CA ,94544,https://www.crexi.com/properties/1570765/california-48500-sf-industrial-property-for-sale,37.6502811,-122.0827496
297,2990000,restaurant,2384,5724 Thornton Ave, Newark, CA ,94560,https://www.crexi.com/properties/1294732/california-hinodeya-ramen-bar-restaurant,37.5401495,-122.0273942
298,3196600,retail,16247,1001 Pine St, San Francisco, CA ,94109,https://www.crexi.com/properties/1490099/missouri-1001-pine-street,37.790414,-122.4127327
299,5988000,retail,22251,21129 Foothill Blvd, Hayward, CA ,94541,https://www.crexi.com/properties/498498/california-21129-foothill-blvd,37.6857452,-122.0937487
300,3500000,services,5606,1333 Grand Ave, Piedmont, CA ,94610,https://www.crexi.com/properties/1276599/california-piedmont-medicalRetail,37.8206876,-122.2444506
301,5500000,restaurant,6454,400 E Campbell Ave, Campbell, CA ,95008,https://www.crexi.com/properties/1612887/california-400-e-campbell-ave,37.2869629,-121.9428397
302,895000,retail,1633,1555 Yosemite Avenue Unit 46, San Francisco, CA ,94124,https://www.crexi.com/properties/1572120/california-san-francisco-bayview-industrial-condo,37.7256587,-122.39012
303,3095000,retail,2586,2710 Knob Hill Rd, Sonoma, CA ,95476,https://www.crexi.com/properties/1551354/california-sonoma-countryside-home,38.2536458,-122.4171498
304,1700000,restaurant,5000,1301 -1303 Pomona St, Crockett, CA ,94525,https://www.crexi.com/properties/1326517/california-1301--1303-pomona-st,38.0521569,-122.2238379
305,1895000,office,4078,851 Del Mar Ave, San Jose, CA ,95128,https://www.crexi.com/properties/1080123/california-851-del-mar-avenue,37.3116005,-121.930756
306,895000,retail,1000,3635 San Pablo Dam Rd, El Sobrante, CA ,94803,https://www.crexi.com/properties/1330028/california-3635-san-pablo-dam-rd,37.9646081,-122.3176939
307,1840000,retail,3388,777 San Bruno Ave E, San Bruno, CA ,94066,https://www.crexi.com/properties/1289924/california-777-san-bruno-ave-e,37.6311588,-122.4060548
308,7500000,retail,13200,1010 Timothy Dr, San Jose, CA ,95133,https://www.crexi.com/properties/1098410/california-1010-timothy-drive,37.3639462,-121.8801374
309,1600000,services,2592,28827 Mack Street 4, HAYWARD, CA ,94545,https://www.crexi.com/properties/1630720/california-28827-mack-street-4,37.6538031,-122.1312911
310,3625000,retail,13750,1550 Union Street, San Francisco, CA ,94123,https://www.crexi.com/properties/1655893/california-the-union-garage,37.7987242,-122.4249944
311,1799000,services,2760,20 Linden Ave, South San Francisco, CA ,94080,https://www.crexi.com/properties/1581426/california-20-24-linden-avenue,37.653074,-122.4106557
312,2750000,office,6214,1305 Grant Ave, Novato, CA ,94945,https://www.crexi.com/properties/993692/california-1305-grant-ave,38.1081038,-122.5739653
313,19750000,Office,43250,2575 E Bayshore Rd, Redwood City, CA ,94063,https://www.crexi.com/properties/1489156/california-2575-e-bayshore-rd,37.4875962,-122.1991589
314,4600000,retail,13800,30351 Huntwood Ave, Hayward, CA ,94544,https://www.crexi.com/properties/1295013/california-30351-hunt-wood-avenue,37.6207563,-122.0565579
315,1716000,retail,2640,2580 Wyandotte St, Mountain View, CA ,94043,https://www.crexi.com/properties/1489911/california-2580-wyandotte-st-unit-f,37.4174,-122.1009302
316,3888888,services,5875,1120-1126 Broadway, BURLINGAME, CA ,94010,https://www.crexi.com/properties/1630723/california-1120-1126-broadway,37.587256,-122.3640346
317,2068000,services,2900,1524-1526 Irving St, San Francisco, CA ,94122,https://www.crexi.com/properties/1338762/california-1524-1526-irving-st,37.7638897,-122.4744212
318,3940000,Restaurant,14418,315 25th St, Richmond, CA ,94804,https://www.crexi.com/properties/1580583/california-315-25th-st-20-unit-apartament-building,37.9357138,-122.3455114
319,2150000,retail,2642,3014 Union Ave, San Jose, CA ,95124,https://www.crexi.com/properties/1464733/california-3014-union-avenue,37.2668292,-121.9311275
320,495000,office,637,150 Redwood St, San Francisco, CA ,94102,https://www.crexi.com/properties/1531219/california-commercial-condo-in-cultural-center,37.7807367,-122.4195313
321,5016626,retail,25000,3320 N Tracy Blvd, Tracy, CA ,95376,https://www.crexi.com/properties/1422021/california-3320-tracy-blvd,37.7608884,-121.4330293
322,1245000,retail,3000,1165 Revere Ave, San Francisco, CA ,94124,https://www.crexi.com/properties/1524732/california-1165-revere-ave,37.7268442,-122.3821883
323,1600000,office,4535,116 Washington Ave, Richmond, CA ,94801,https://www.crexi.com/properties/1491152/california-116-washington-st,37.9270511,-122.3852397
324,1395000,retail,2000,201 19th Ave, San Francisco, CA ,94121,https://www.crexi.com/properties/1524447/california-201-19th-ave,37.7840026,-122.4789109
325,3400000,retail,4800,2816 Middlefield Rd, Redwood City, CA ,94063,https://www.crexi.com/properties/1289143/california-2816-middlefield-rd,37.4757279,-122.21042
326,4750000,retail,8194,6300 Napa Vallejo Highway, Napa, CA ,94558,https://www.crexi.com/properties/1531636/california-6300-napa-vallejo-highway,38.213868,-122.258485
327,1150000,office,3456,3400 Sonoma Blvd, Vallejo, CA ,94590,https://www.crexi.com/properties/1558389/california-3400-sonoma-blvd,38.1206558,-122.2546602
328,1250000,Retail,2480,6842 Mission St, Daly City, CA ,94014,https://www.crexi.com/properties/1154165/california-6842-mission-street---production,37.6986993,-122.4643376
329,7284873,retail,37026,1019 High St, Oakland, CA ,94601,https://www.crexi.com/properties/1551057/california-1015-1019-high-street-oakland-commercial-lot-warehouse,37.7712711,-122.2169811
330,5750000,Office,17610,1716 University Ave, Berkeley, CA ,94703,https://www.crexi.com/properties/1505761/california-1716-1732-university-ave,37.870891,-122.2770501
331,1050000,retail,7108,408 O St, Antioch, CA ,94509,https://www.crexi.com/properties/1472189/california-408-o-street,38.0149163,-121.8237525
332,3799999,office,14878,309-311 Lennon Ln, Walnut Creek, CA ,94598,https://www.crexi.com/properties/810733/california-309-311-lennon-lane,37.926177,-122.030176
333,1195000,office,2575,290 King St, San Francisco, CA ,94107,https://www.crexi.com/properties/1298233/california-290-king-street-unit-12,37.7769416,-122.3939376
334,6000000,Services,284540,Napa Airport Corporate Center, American Canyon, CA ,94503,https://www.crexi.com/properties/841392/california-napa-airport-corporate-center,38.2193627,-122.274314
335,3100000,retail,3750,410 Harriet St, San Francisco, CA ,94103,https://www.crexi.com/properties/1632870/california-410-harriet-st,37.7740006,-122.4013387
336,6370000,Services,35390,421 Executive Ct N, Fairfield, CA ,94534,https://www.crexi.com/properties/1451821/california-fairfield-executive-court-parcel-a,38.2302691,-122.1232835
337,5335000,Services,45792,427 Executive Ct N, Fairfield, CA ,94534,https://www.crexi.com/properties/1451832/california-fairfield-executive-court-parcel-b,38.230339,-122.122573
338,1350000,retail,3958,1344 4th St, San Rafael, CA ,94901,https://www.crexi.com/properties/1580463/california-1344-4th-st,37.9736035,-122.5317914
339,190000,services,1400,2929 N Macarthur Drive 149, Tracy, CA ,95376,https://www.crexi.com/properties/1510270/california-2929-n-macarthur-drive-149,37.7585014,-121.4165036
340,860000,retail,2128,2800 Lone Tree Wy, Antioch, CA ,94509,https://www.crexi.com/properties/1614720/california-2800-lone-tree-way,37.9951846,-121.8080133
341,569000,office,3234,1615 Hill Rd, Novato, CA ,94947,https://www.crexi.com/properties/1012854/california-1615-hill-drive,38.0975483,-122.5788072
342,1000000,office,2021,2429 Ocean Ave, San Francisco, CA ,94127,https://www.crexi.com/properties/1629853/california-2429-ocean-avenue,37.7301703,-122.4703527
343,5750000,office,13741,333 Broadway, San Francisco, CA ,94133,https://www.crexi.com/properties/1471747/california-333-broadway-in-jackson-square,37.7982617,-122.402711
344,2252593,services,11449,1509 A St, Antioch, CA ,94509,https://www.crexi.com/properties/1491859/california-lil-manuels,38.0068045,-121.8056104
345,5200000,retail,4775,321 California Ave, Palo Alto, CA ,94306,https://www.crexi.com/properties/1284195/california-321-california-avenue,37.4270502,-122.1438461
346,4000000,services,4880,2301-2309 Webster St, San Francisco, CA ,94115,https://www.crexi.com/properties/1561529/california-webster-and-washington-pacific-heights,37.791994,-122.432948
347,2495000,retail,4200,495 S Second St, San Jose, CA ,95125,https://www.crexi.com/properties/1516545/california-495-s-2nd-street,37.3292398,-121.8841429
348,2800000,retail,10000,2908 Chapman St, Oakland, CA ,94601,https://www.crexi.com/properties/1198798/california-2908-chapman-st,37.7734924,-122.2326572
349,17000000,office,35590,295-299 Bay St, San Francisco, CA ,94133,https://www.crexi.com/properties/1327346/california-295-299-bay-street,37.805548,-122.411609
350,1549500,Restaurant,5227,1065 W El Camino Real, Mountain View, CA ,94040,https://www.crexi.com/properties/1232856/california-1065-el-camino-real,37.3868932,-122.0869179
351,4700000,Restaurant,18825,1680 14th Street, Oakland, CA ,94607,https://www.crexi.com/properties/1649583/california-1680-14th-street,37.8127174,-122.2960538
352,8000000,Restaurant,28689,2591 Kerner Blvd, San Rafael, CA ,94901,https://www.crexi.com/properties/1010362/california-2591-2597-kerner-boulevard,37.949195,-122.492192
353,8200000,Restaurant,29839,910 Meridian Ave, San Jose, CA ,95126,https://www.crexi.com/properties/1455121/california-100-affordable-housing-opportunity,37.3102699,-121.9133399
354,10600000,Retail,20377,1289 Anvilwood Ave, Sunnyvale, CA ,94089,https://www.crexi.com/properties/629678/california-1287-1289-anvilwood,37.4088551,-121.9943877
355,4225604,services,21477,3432 High St, Oakland, CA ,94619,https://www.crexi.com/properties/1400295/california-excess-land-walgreens-store-not-included,37.7864195,-122.1966309
356,2227500,services,2820,507 Woodside Rd, Redwood City, CA ,94061,https://www.crexi.com/properties/1573847/california-507-woodside-rd-redwood-city-ca,37.4701195,-122.2230934
357,848000,retail,3960,8807 Thornton Rd, Stockton, CA ,95209,https://www.crexi.com/properties/1405656/california-thornton-village,38.0299884,-121.3344441
358,13000000,services,21720,1499 California St, San Francisco, CA ,94109,https://www.crexi.com/properties/1541804/california-1499-california-street,37.7906167,-122.4186984
359,2350000,Services,20716,1665 Alum Rock Ave, San Jose, CA ,95116,https://www.crexi.com/properties/1645243/california-1665-alum-rock-ave,37.3526442,-121.8568502
360,3200000,retail,9848,724 4th St, San Rafael, CA ,94901,https://www.crexi.com/properties/1580451/california-724-4th-st,37.9728284,-122.5230925
361,8700000,Office,18528,33439 Western Ave, Union City, CA ,94587,https://www.crexi.com/properties/1651615/california-westpak-union-city,37.5949456,-122.0342929
362,3950000,office,18895,5 Commercial Blvd, Novato, CA ,94949,https://www.crexi.com/properties/1012851/california-5-commercial-blvd,38.0687144,-122.5342949
363,2298000,office,31981,760 Meridian Way, San Jose, CA ,95126,https://www.crexi.com/properties/862106/california-760-792-meridian-way,37.3134277,-121.9132205
364,799000,retail,2538,1876 23rd St, San Pablo, CA ,94806,https://www.crexi.com/properties/1209536/california-1876-23rd-street,37.9581264,-122.3467447
365,5100000,retail,13424,2470 Telegraph Ave, Berkeley, CA ,94704,https://www.crexi.com/properties/1534575/california-david-baker-building,37.8655637,-122.2587518
366,1950000,office,5000,124 Washington Ave, Richmond, CA ,94801,https://www.crexi.com/properties/1491153/california-124-washington-ave,37.9269873,-122.3852881
367,558000,services,2253,223 El Camino Real, SAN BRUNO, CA ,94066,https://www.crexi.com/properties/1496194/california-223-el-camino-real,37.6184656,-122.4097457
368,1595000,office,3108,521 Charcot Ave, San Jose, CA ,95131,https://www.crexi.com/properties/1541879/california-club-sportiva,37.384043,-121.9144208
369,5000000,restaurant,7000,4910 Dublin Blvd, Dublin, CA ,94568,https://www.crexi.com/properties/650056/california-4910-dublin-boulevard,37.7033228,-121.884709
370,2000000,Services,22875,32513 Mission Blvd, Hayward, CA ,94544,https://www.crexi.com/properties/1613121/california-32513-mission-blvd-hayward-ca-94544,37.6122686,-122.0274974
371,3750000,retail,12770,4917 International Blvd, Oakland, CA ,94601,https://www.crexi.com/properties/1551880/california-kelly-moore-paints-4917-international-blvd,37.7694193,-122.2094559
372,6200000,services,25602,551 Gateway Dr, Napa, CA ,94558,https://www.crexi.com/properties/537977/california-assisted-living,38.2236559,-122.2658282
373,695000,retail,1531,310-322 San Anselmo Ave, San Anselmo, CA ,94960,https://www.crexi.com/properties/1210463/california-310-322-san-anselmo-ave,37.9728782,-122.561965
374,4850000,office,5808,20 El Camino Real, Redwood City, CA ,94062,https://www.crexi.com/properties/1489160/california-20-el-camino-real,37.4931784,-122.2441414
375,11310000,Restaurant,42677,37620 Filbert St, Newark, CA ,94560,https://www.crexi.com/properties/1050180/california-37620-filbert-street,37.5233336,-122.0346063
376,2184000,services,2592,28827 Mack Street, HAYWARD, CA ,94545,https://www.crexi.com/properties/1630722/california-28827-mack-street,37.6538031,-122.1312911
377,5300000,office,17779,828 San Pablo Ave, Albany, CA ,94706,https://www.crexi.com/properties/1532835/california-828-san-pablo-avenue,37.8914861,-122.2997228
378,4950000,restaurant,5000,2029 Market St, San Francisco, CA ,94114,https://www.crexi.com/properties/879108/california-2029-market-street,37.7683588,-122.4274729
379,2100000,Services,76766,6183 W Banner Rd., Lodi, CA ,95242,https://www.crexi.com/properties/1519054/california-6183-w-banner-rd-lodi-hwy-12-interstate-5,38.115224,-121.391023
380,2189998,retail,2548,1136 E Hamilton Ave, Campbell, CA ,95008,https://www.crexi.com/properties/1172489/california-1136-e-hamilton-ave,37.2940963,-121.9293337
381,12757000,Retail,16571,7121 Amador Plaza Rd, Dublin, CA ,94568,https://www.crexi.com/properties/890336/california-7121-amador-plaza-rd,37.70732,-121.9278386
382,1958845,retail,9956,218 I St, Antioch, CA ,94509,https://www.crexi.com/properties/802030/california-218-i-street,38.0163355,-121.8160917
383,1900000,office,40308,1233-1235 Howard St, San Francisco, CA ,94103,https://www.crexi.com/properties/667960/california-1233-1235-howard-st,37.7756729,-122.411829
384,9840000,office,126000,620 N Aurora St, Stockton, CA ,95202,https://www.crexi.com/properties/1540123/california-620-n-aurora-st,37.9609402,-121.2800315
385,750000,office,4393,306-308 Military West, Benicia, CA ,94510,https://www.crexi.com/properties/1233492/california-306-308-military-west,38.0558387,-122.1600987
386,1200000,restaurant,5673,3640 E 9th St, Oakland, CA ,94601,https://www.crexi.com/properties/1463159/california-3640-e-9th-st-oakland-ca,37.7720541,-122.2234862
387,18500000,services,97125,1655 Berryessa Rd, San Jose, CA ,95133,https://www.crexi.com/properties/797586/california-1655-berryessa-road,37.3726028,-121.8769307
388,985000,office,6000,519 Capitol St, Vallejo, CA ,94590,https://www.crexi.com/properties/1403549/california-519-525-capitol-street-vallejo-california,38.1029693,-122.2559241
389,3400000,office,8526,1710 Franklin St, Oakland, CA ,94612,https://www.crexi.com/properties/1097042/california-1710-franklin-street,37.8063326,-122.2681808
390,2000000,restaurant,5900,510 W MacArthur Blvd, Oakland, CA ,94609,https://www.crexi.com/properties/678254/california-510-w-macarthur-blvd,37.8269635,-122.2656837
391,11500000,Office,38289,1111 Pennsylvania Ave, SF, CA ,94107,https://www.crexi.com/properties/1023362/california-1111-pennsylvania-avenue,37.7522858,-122.3921852
392,6250000,office,15690,2015 Pioneer Ct, San Mateo, CA ,94403,https://www.crexi.com/properties/1324733/california-2015-pioneer-ct-san-mateo,37.5472049,-122.3117197
393,2100000,retail,1875,825 W El Camino Real, Mountain View, CA ,94040,https://www.crexi.com/properties/1646539/california-825-w-el-camino-real,37.3859835,-122.0849651
394,500000,Services,8276,1770 Clayton Rd, Concord, CA ,94520,https://www.crexi.com/properties/1518106/california-approved-5-unit-townhome-development-site,37.9727906,-122.0377564
395,4700000,office,8580,1080 Carol Lane, Lafayette, CA ,94549,https://www.crexi.com/properties/678424/california-1080-carol-lane,37.8956071,-122.102551
396,2716333,office,13806,415 Railroad Ave, Pittsburg, CA ,94565,https://www.crexi.com/properties/1613147/california-415-railroad-ave-pittsburg,38.0323299,-121.8834407
397,8416186,Services,42776,1704 E Fremont St, Stockton, CA ,95205,https://www.crexi.com/properties/1492369/california-1704-e-fremont-st-stockton-ca-95205,37.960715,-121.269828
398,3500000,Services,34412,36341 Mission Blvd, Fremont, CA ,94536,https://www.crexi.com/properties/1529708/california-13-unit-near-shovel-ready-development-in-fremont,37.58088,-121.991563
399,600000,office,3500,801 California St, Stockton, CA ,95206,https://www.crexi.com/properties/791104/california-801-s-california-st,37.945399,-121.2826158
400,8700000,Office,18528,33439 Western Ave, Union City, CA ,94587,https://www.crexi.com/properties/1651615/california-westpak-union-city,37.5949456,-122.0342929
401,3950000,office,18895,5 Commercial Blvd, Novato, CA ,94949,https://www.crexi.com/properties/1012851/california-5-commercial-blvd,38.0687144,-122.5342949
402,2298000,office,31981,760 Meridian Way, San Jose, CA ,95126,https://www.crexi.com/properties/862106/california-760-792-meridian-way,37.3134277,-121.9132205
403,799000,retail,2538,1876 23rd St, San Pablo, CA ,94806,https://www.crexi.com/properties/1209536/california-1876-23rd-street,37.9581264,-122.3467447
404,5100000,retail,13424,2470 Telegraph Ave, Berkeley, CA ,94704,https://www.crexi.com/properties/1534575/california-david-baker-building,37.8655637,-122.2587518
405,1950000,office,5000,124 Washington Ave, Richmond, CA ,94801,https://www.crexi.com/properties/1491153/california-124-washington-ave,37.9269873,-122.3852881
406,558000,services,2253,223 El Camino Real, SAN BRUNO, CA ,94066,https://www.crexi.com/properties/1496194/california-223-el-camino-real,37.6184656,-122.4097457
407,1595000,office,3108,521 Charcot Ave, San Jose, CA ,95131,https://www.crexi.com/properties/1541879/california-club-sportiva,37.384043,-121.9144208
408,5000000,restaurant,7000,4910 Dublin Blvd, Dublin, CA ,94568,https://www.crexi.com/properties/650056/california-4910-dublin-boulevard,37.7033228,-121.884709
409,2000000,Services,22875,32513 Mission Blvd, Hayward, CA ,94544,https://www.crexi.com/properties/1613121/california-32513-mission-blvd-hayward-ca-94544,37.6122686,-122.0274974
410,3750000,retail,12770,4917 International Blvd, Oakland, CA ,94601,https://www.crexi.com/properties/1551880/california-kelly-moore-paints-4917-international-blvd,37.7694193,-122.2094559
