Property_id,Price,Category,Square_foot,Address,City,State,Zip Code,Property_link,Latitude,Longitude
411,6200000,services,25602,551 Gateway Dr, Napa, CA ,94558,https://www.crexi.com/properties/537977/california-assisted-living,38.2236559,-122.2658282
412,695000,retail,1531,310-322 San Anselmo Ave, San Anselmo, CA ,94960,https://www.crexi.com/properties/1210463/california-310-322-san-anselmo-ave,37.9728782,-122.561965
413,4850000,office,5808,20 El Camino Real, Redwood City, CA ,94062,https://www.crexi.com/properties/1489160/california-20-el-camino-real,37.4931784,-122.2441414
414,11310000,Restaurant,42677,37620 Filbert St, Newark, CA ,94560,https://www.crexi.com/properties/1050180/california-37620-filbert-street,37.5233336,-122.0346063
415,5184000,services,2592,28827 Mack Street, HAYWARD, CA ,94545,https://www.crexi.com/properties/1630722/california-28827-mack-street,37.6538031,-122.1312911
416,5300000,office,17779,828 San Pablo Ave, Albany, CA ,94706,https://www.crexi.com/properties/1532835/california-828-san-pablo-avenue,37.8914861,-122.2997228
417,4950000,restaurant,5000,2029 Market St, San Francisco, CA ,94114,https://www.crexi.com/properties/879108/california-2029-market-street,37.7683588,-122.4274729
418,2100000,Services,76766,6183 W Banner Rd., Lodi, CA ,95242,https://www.crexi.com/properties/1519054/california-6183-w-banner-rd-lodi-hwy-12-interstate-5,38.115224,-121.391023
419,1900000,office,40308,1233-1235 Howard St, San Francisco, CA ,94103,https://www.crexi.com/properties/667960/california-1233-1235-howard-st,37.7756729,-122.411829
420,9840000,office,126000,620 N Aurora St, Stockton, CA ,95202,https://www.crexi.com/properties/1540123/california-620-n-aurora-st,37.9609402,-121.2800315
421,750000,office,4393,306-308 Military West, Benicia, CA ,94510,https://www.crexi.com/properties/1233492/california-306-308-military-west,38.0558387,-122.1600987
422,1200000,restaurant,5673,3640 E 9th St, Oakland, CA ,94601,https://www.crexi.com/properties/1463159/california-3640-e-9th-st-oakland-ca,37.7720541,-122.2234862
423,18500000,Services,97125,1655 Berryessa Rd, San Jose, CA ,95133,https://www.crexi.com/properties/797586/california-1655-berryessa-road,37.3726028,-121.8769307
424,985000,office,6000,519 Capitol St, Vallejo, CA ,94590,https://www.crexi.com/properties/1403549/california-519-525-capitol-street-vallejo-california,38.1029693,-122.2559241
425,3400000,office,8526,1710 Franklin St, Oakland, CA ,94612,https://www.crexi.com/properties/1097042/california-1710-franklin-street,37.8063326,-122.2681808
426,2000000,restaurant,5900,510 W MacArthur Blvd, Oakland, CA ,94609,https://www.crexi.com/properties/678254/california-510-w-macarthur-blvd,37.8269635,-122.2656837
427,6250000,office,15690,2015 Pioneer Ct, San Mateo, CA ,94403,https://www.crexi.com/properties/1324733/california-2015-pioneer-ct-san-mateo,37.5472049,-122.3117197
428,2100000,retail,1875,825 W El Camino Real, Mountain View, CA ,94040,https://www.crexi.com/properties/1646539/california-825-w-el-camino-real,37.3859835,-122.0849651
429,500000,Services,8276,1770 Clayton Rd, Concord, CA ,94520,https://www.crexi.com/properties/1518106/california-approved-5-unit-townhome-development-site,37.9727906,-122.0377564
430,4700000,Retail,8580,1080 Carol Lane, Lafayette, CA ,94549,https://www.crexi.com/properties/678424/california-1080-carol-lane,37.8956071,-122.102551
431,2716333,Services,13806,415 Railroad Ave, Pittsburg, CA ,94565,https://www.crexi.com/properties/1613147/california-415-railroad-ave-pittsburg,38.0323299,-121.8834407
432,3825000,Office,8015,Westover Dr, Oakland, CA ,94603,https://www.crexi.com/properties/1535898/california-0-westover-drive,37.8295559,-122.1973525
433,8416186,Services,42776,1704 E Fremont St, Stockton, CA ,95205,https://www.crexi.com/properties/1492369/california-1704-e-fremont-st-stockton-ca-95205,37.960715,-121.269828
434,3500000,Services,34412,36341 Mission Blvd, Fremont, CA ,94536,https://www.crexi.com/properties/1529708/california-13-unit-near-shovel-ready-development-in-fremont,37.58088,-121.991563
435,600000,office,3500,801 California St, Stockton, CA ,95206,https://www.crexi.com/properties/791104/california-801-s-california-st,37.945399,-121.2826158
436,1450000,office,3180,499 Devlin Rd, Napa, CA ,94558,https://www.crexi.com/properties/1615920/california-499-devlin-rd,38.2231369,-122.2629801
437,1500000,restaurant,5064,10657 Pearmain St, Oakland, CA ,94603,https://www.crexi.com/properties/1548219/california-10657-pearmain,37.7333356,-122.1755653
438,1100000,retail,3500,296 Albion Ave, San Lorenzo, CA ,94580,https://www.crexi.com/properties/1523937/california-296-albion-ave,37.6854596,-122.1275206
439,4550000,Services,27443,4146 Mitzi Dr, San Jose, CA ,95117,https://www.crexi.com/properties/1502746/california-4146-mitzi-drive,37.3047105,-121.9753627
440,2900000,retail,14270,651 Stone Rd, Benicia, CA ,94510,https://www.crexi.com/properties/1503288/california-651-stone,38.0750574,-122.1246681
441,5900000,services,11000,181 Mahew way, Pleasant Hill, CA ,94523,https://www.crexi.com/properties/1552531/california-181-mahew-way,37.9373062,-122.0538073
442,1950000,retail,11500,2534 Florida Ave, Richmond, CA ,94804,https://www.crexi.com/properties/1463131/california-2534-florida-ave-richmond-ca-94804,37.9291212,-122.3447582
443,4950000,Restaurant,21000,8383 Capwell Dr, Oakland, CA ,94621,https://www.crexi.com/properties/1077715/california-8383-capwell-drive,37.7369439,-122.2021644
444,16000000,services,57448,1745 Market St, SF, CA ,94103,https://www.crexi.com/properties/1071781/california-1745-market-street,37.7719725,-122.4230255
445,500000,Services,7405,463 Farallon Ave, Pacifica, CA ,94044,https://www.crexi.com/properties/1639488/california-463-farallon-ave,37.6540423,-122.4838661
446,3140000,services,2490,14521 Big Basin Wy, Saratoga, CA ,95070,https://www.crexi.com/properties/1532480/california-14521-big-basin-way,37.257204,-122.034498
447,2000000,office,4609,2041 Polk St, San Francisco, CA ,94109,https://www.crexi.com/properties/1553092/california-2041-polk-street,37.7955704,-122.4219889
448,695000,office,1715,4320 Redwood Hwy, San Rafael, CA ,94903,https://www.crexi.com/properties/1580462/california-4320-redwood-hwy-ste-400,38.01476,-122.5387546
449,2160000,retail,1358,795 S Second St, San Jose, CA ,95112,https://www.crexi.com/properties/1646552/california-795-s-2nd-street,37.3245806,-121.880876
450,4500000,office,18990,735 Bryant St, San Francisco, CA ,94107,https://www.crexi.com/properties/1577921/california-735-bryant-street,37.7769646,-122.4008924
451,1100000,office,4204,340 Cumberland St, Pittsburg, CA ,94565,https://www.crexi.com/properties/1583701/california-340-cumberland-street,38.0328737,-121.8826101
452,1390000,office,7382,820-824 Alhambra Avenue, Martinez, CA ,94553,https://www.crexi.com/properties/889776/california-820-824-alhambra-avenue,38.0154353,-122.1375469
453,147888,mixed use,4950,1970 Seminary Ave, Oakland, CA ,94621,https://www.crexi.com/properties/1569222/california-seminary,37.7679813,-122.1951553
454,8227700,mixed use,41818,2 Charles Hill Cir, Orinda, CA ,94563,https://www.crexi.com/properties/1499516/california-charles-hill,37.895148,-122.1700492
455,3250000,retail,9160,522 Grant Ave, San Francisco, CA ,94108,https://www.crexi.com/properties/920922/california-522-528-grant-ave,37.7918312,-122.4057586
456,2850000,office,13700,1036 A St, Hayward, CA ,94541,https://www.crexi.com/properties/498372/california-1036-a-st,37.6747051,-122.083242
457,2950000,office,2985,15151 National Ave #207, Los Gatos, CA ,95032,https://www.crexi.com/properties/840850/california-los-gatos-surgery-center-suite-207,37.2481558,-121.9511386
458,6789062,Services,34506,6 Patrick Ln, Orinda, CA ,94563,https://www.crexi.com/properties/1626652/california-6-patrick-ln,37.87521,-122.156242
459,799000,retail,2201,50 29th St, San Francisco, CA ,94110,https://www.crexi.com/properties/833599/california-50-29th-st,37.7441807,-122.4214636
460,5150000,retail,9573,11820 San Pablo Ave, El Cerrito, CA ,94530,https://www.crexi.com/properties/1304119/california-11820-san-pablo-ave-el-cerrito-ca-94530-1752,37.928521,-122.3200965
461,1977339,retail,10050,7025 International Blvd, Oakland, CA ,94621,https://www.crexi.com/properties/1343759/california-7025-international-blvd,37.7598895,-122.1891999
462,500000,retail,1464,443 8th St, Oakland, CA ,94607,https://www.crexi.com/properties/1528759/california-443-1c-8th-st,37.8000002,-122.2736029
463,1600000,services,3900,1336 Van Ness Ave, San Francisco, CA ,94109,https://www.crexi.com/properties/1404372/california-dental-building-for-sale,37.7882054,-122.4216074
464,999000,services,3377,1241 Powell St, San Francisco, CA ,94133,https://www.crexi.com/properties/1337142/california-1241-powell-st,37.7962211,-122.4102299
465,250000,retail,1000,435 8th St, Oakland, CA ,94607,https://www.crexi.com/properties/1528770/california-435-3a-8th-st-oakland-ca,37.7999429,-122.2735635
466,6000000,services,10500,2 Miller Ave, Mill Valley, CA ,94941,https://www.crexi.com/properties/1460025/california-2-miller-avenue,37.9061071,-122.5480707
467,499950,office,1498,5159 Lone Tree Wy, Antioch, CA ,94531,https://www.crexi.com/properties/559760/california-venture-commerce-antioch-lone-tree-way,37.9622708,-121.7558104
468,5313632,Services,27007,5133 S St Rt 99 W Frontage Rd, Stockton, CA ,95212,https://www.crexi.com/properties/1655684/california-5133-s-st-rt-99-w-frontage-rd-stockton-ca-95212,37.900818,-121.220804
469,700000,services,4500,420 Marin Street, Vallejo, CA ,94590,https://www.crexi.com/properties/529319/california-420-marin-street,38.0997789,-122.2564931
470,683775,office,1013,2211 Moorpark Ave Suite 250, San Jose, CA ,95128,https://www.crexi.com/properties/1644618/california-moorpark-professional-center,37.3164265,-121.932645
471,2534700,retail,14910,96 E santa clara st, San Jose, CA ,95113,https://www.crexi.com/properties/1645592/california-96-e-santa-clara-st-2nd-3rd-floors,37.3368966,-121.8885233
472,1200000,office,3400,1752 Lincoln Ave, San Rafael, CA ,94901,https://www.crexi.com/properties/1012857/california-1752-lincoln-ave,37.9863155,-122.5259295
473,899999,retail,2592,1300 Galaxy Way, Concord, CA ,94520,https://www.crexi.com/properties/1443891/california-1300-galaxy-way,37.9763454,-122.0506676
474,498000,office,529,490 Post St, San Francisco, CA ,94102,https://www.crexi.com/properties/1303968/california-490-post-street-suite-239,37.7882282,-122.4098041
475,8235000,retail,4594,5705 Lone Tree Wy, Antioch, CA ,94531,https://www.crexi.com/properties/1647470/california-chick-fil-a?recommId=148073f2b7a91bb3338b93ceb1407c0e,37.9620987,-121.7407851
476,495000,restaurant,1583,1 E San Fernando St, San Jose, CA ,95113,https://www.crexi.com/properties/1659721/california-recroom-san-jose?recommId=148073f2b7a91bb3338b93ceb1407c0e,37.3346731,-121.8887824
477,400000,retail,320,4801 3rd St, San Francisco, CA ,94124,https://www.crexi.com/properties/1634085/california-4801-third-street?recommId=148073f2b7a91bb3338b93ceb1407c0e,37.7345444,-122.3906054
478,899000,restaurant,2504,360 E William St, San Jose, CA ,95112,https://www.crexi.com/properties/1212399/california-Retail-property-for-sale-in-san-jose-close-to-downtown?recommId=148073f2b7a91bb3338b93ceb1407c0e,37.3320854,-121.8771296
479,1699999,retail,4636,3060 Fillmore St, San Francisco, CA ,94123,https://www.crexi.com/properties/1634541/california-3060-fillmore-street?recommId=148073f2b7a91bb3338b93ceb1407c0e,37.7978976,-122.4354016
480,3076000,restaurant,8000,6009 Florin Rd, Sacramento, CA ,95823,https://www.crexi.com/properties/1554107/california-seapot-at-florin-towne-centre?recommId=148073f2b7a91bb3338b93ceb1407c0e,38.4964586,-121.4334473
481,3400000,retail,1790,7616 Pacific Ave, Stockton, CA ,95207,https://www.crexi.com/properties/1660469/california-hammer-ranch-Retail-strip-center-717-cap-100-occupied?recommId=148073f2b7a91bb3338b93ceb1407c0e,38.0191676,-121.3216924
482,2950000,restaurant,5880,5301 Old Redwood Hwy N, Petaluma, CA ,94954,https://www.crexi.com/properties/1582193/california-applebees?recommId=148073f2b7a91bb3338b93ceb1407c0e,38.2759796,-122.6697294
483,3150000,retail,8592,3025 Porter St, Soquel, CA ,95073,https://www.crexi.com/properties/1578472/california-soquel-village-mall?recommId=148073f2b7a91bb3338b93ceb1407c0e,36.9888773,-121.9574087
484,16956000,mixed use,77651, 967 & 968 Golf Course Drive, Rohnert Park,CA,94928,https://www.crexi.com/properties/1568827/california-mountain-shadows-plaza?recommId=148073f2b7a91bb3338b93ceb1407c0e,38.362234,-122.6934289
485,1725000,retail,7683,1028 11th St, Modesto, CA ,95354,https://www.crexi.com/properties/1556859/california-office-Retail-building-perfect-for-owneruser-or-investor?recommId=148073f2b7a91bb3338b93ceb1407c0e,37.6421279,-120.9999546
486,4503937,restaurant,3696,1730 Travis Blvd, Fairfield, CA ,94533,https://www.crexi.com/properties/1420623/california-chevys-fresh-mex-restaurant?recommId=148073f2b7a91bb3338b93ceb1407c0e,38.2588288,-122.0590988
487,1650000,retail,2178,508 E 11th St, Tracy, CA ,95376,https://www.crexi.com/properties/1663501/california-multi-tenant-Retail---e-11th-st-tracy?recommId=148073f2b7a91bb3338b93ceb1407c0e,37.7394002,-121.4171132
488,1886638,office,9589,900 Bush St, San Francisco, CA ,94109,https://www.crexi.com/properties/1656665/california-900-bush-street?recommId=148073f2b7a91bb3338b93ceb1407c0e,37.7898591,-122.4125833
489,1500000,retail,7500,809 Texas St, Fairfield, CA ,94533,https://www.crexi.com/properties/1651795/california-809-811-texas-st?recommId=148073f2b7a91bb3338b93ceb1407c0e,38.2491111,-122.0435719
490,2950000,mixed use,102801.6,3657 Broadway, American Canyon, CA ,94503,https://www.crexi.com/properties/1650278/california-3657-broadway-street?recommId=148073f2b7a91bb3338b93ceb1407c0e,38.1735696,-122.2542503
491,1500000,restaurant,5304,30 S El Dorado St, Stockton, CA ,95202,https://www.crexi.com/properties/1642772/california-nightclub-restaurant?recommId=148073f2b7a91bb3338b93ceb1407c0e,37.951977,-121.289387
492,1000000,retail,2157,1019 Solano Ave, Albany, CA ,94706,https://www.crexi.com/properties/1640264/california-1019-solano-ave?recommId=148073f2b7a91bb3338b93ceb1407c0e,37.8902788,-122.3002188
493,5595000,retail,9700,4270-4280  Senter road, San Jose, CA ,95111,https://www.crexi.com/properties/1634162/california-4270-4280-senter-road?recommId=148073f2b7a91bb3338b93ceb1407c0e,37.2805315,-121.8229437
494,3800000,retail,7253,7101 Laguna Blvd, Elk Grove, CA ,95758,https://www.crexi.com/properties/1633806/california-7101-laguna-blvd?recommId=148073f2b7a91bb3338b93ceb1407c0e,38.424041,-121.4205833
495,850000,restaurant,6013,1820 W 10th St, Antioch, CA ,94509,https://www.crexi.com/properties/1633103/california-hazels-drive-in?recommId=148073f2b7a91bb3338b93ceb1407c0e,38.0130532,-121.8301859
496,5800000,restaurant,6700,1225 Canal Blvd, Ripon, CA ,95366,https://www.crexi.com/properties/1632557/california-falcons-lair?recommId=148073f2b7a91bb3338b93ceb1407c0e,37.7470497,-121.1360391
497,11500000,retail,3093,8511-8591 Elk Grove Blvd, Elk Grove, CA ,95624,https://www.crexi.com/properties/1582906/california-elk-grove-village?recommId=148073f2b7a91bb3338b93ceb1407c0e,38.4096056,-121.387561
498,3875000,retail,2878,1290 Franklin Mall, Santa Clara, CA ,95050,https://www.crexi.com/properties/1582113/california-santa-clara-Retail-center---100-occupied-blocks-from-campus?recommId=148073f2b7a91bb3338b93ceb1407c0e,37.3484722,-121.9477941
499,1738878,retail,8838,421 Maze Blvd, Modesto, CA ,95351,https://www.crexi.com/properties/1581401/california-taylors-smokehouse-formerly-known-as-docs-qin-pit-stop?recommId=148073f2b7a91bb3338b93ceb1407c0e,37.6384353,-121.0127145
500,3200000,restaurant,7464,3731 Main St, Sebastopol, CA ,95472,https://www.crexi.com/properties/1573016/california-union-hotel?recommId=148073f2b7a91bb3338b93ceb1407c0e,38.4080777,-122.9471561
501,2052826,retail,2258,1504 Pacific Ave, Stockton, CA ,95204,https://www.crexi.com/properties/1551692/california-jack-in-the-box---stockton-ca?recommId=148073f2b7a91bb3338b93ceb1407c0e,37.9672659,-121.2978407
502,3400000,restaurant,6052,1309 6th Ave, Belmont, CA ,94002,https://www.crexi.com/properties/1546050/california-mixed-use-property-in-the-heart-of-belmont?recommId=148073f2b7a91bb3338b93ceb1407c0e,37.5174862,-122.2748705
503,535000,restaurant,6250,112 E Market St, Stockton, CA ,95202,https://www.crexi.com/properties/1546016/california-downtown-Retail-owner-user-opportunity?recommId=148073f2b7a91bb3338b93ceb1407c0e,37.9515416,-121.289076
504,7500000,retail,38699,700 Main St, Suisun City, CA ,94585,https://www.crexi.com/properties/1526882/california-harbor-square?recommId=148073f2b7a91bb3338b93ceb1407c0e,38.2381186,-122.0403281
505,200000,restaurant,6352,640 Jackson St, San Francisco, CA ,94133,https://www.crexi.com/properties/1517148/california-shanghai-restaurant-640-jackson-st?recommId=148073f2b7a91bb3338b93ceb1407c0e,37.7962641,-122.4059597
506,180000,restaurant,5911,917 Taraval St, San Francisco, CA ,94116,https://www.crexi.com/properties/1517120/california-szechuan-restaurant-917-taraval-st?recommId=148073f2b7a91bb3338b93ceb1407c0e,37.7427947,-122.4761126
507,5689000,restaurant,2787,19900 Sherman Island Cross Rd, Rio Vista, CA ,94571,https://www.crexi.com/properties/1504446/california-vineyard-estate-event-center---profitable-turn-key?recommId=148073f2b7a91bb3338b93ceb1407c0e,38.0335889,-121.7383608
508,2200000,restaurant,6036,383 1st St, Gilroy, CA ,95020,https://www.crexi.com/properties/1496394/california-383-1st-st?recommId=148073f2b7a91bb3338b93ceb1407c0e,37.0135574,-121.5770241
509,1300000,restaurant,3000,581 5th St, Oakland, CA ,94607,https://www.crexi.com/properties/1467478/california-581-5th-street---prime-Retailrestaurantbar-property?recommId=148073f2b7a91bb3338b93ceb1407c0e,37.7992244,-122.2783484
510,1999000,restaurant,5207,466 Eddy St, San Francisco, CA ,94109,https://www.crexi.com/properties/1460599/california-466-eddy-street?recommId=148073f2b7a91bb3338b93ceb1407c0e,37.7838757,-122.4154204
511,1275000,restaurant,8419,3688 Bohemian Hwy, Occidental, CA ,95465,https://www.crexi.com/properties/1459782/california-barley-and-hops-barrestaurant-location-for-sale?recommId=148073f2b7a91bb3338b93ceb1407c0e,38.4069325,-122.9480784
512,150000,retail,1817,1217 W March Ln, Stockton, CA ,95207,https://www.crexi.com/properties/1448826/california-ssongs-hotdog?recommId=148073f2b7a91bb3338b93ceb1407c0e,37.9905982,-121.321683
513,998000,retail,1800,575 1st St, Gilroy, CA ,95020,https://www.crexi.com/properties/1416635/california-commercial-for-sale?recommId=148073f2b7a91bb3338b93ceb1407c0e,37.0136748,-121.5796993
514,1100000,retail,2630,9639 International Blvd, Oakland, CA ,94603,https://www.crexi.com/properties/1279686/california-9639-international-blvd-oakland-ca?recommId=148073f2b7a91bb3338b93ceb1407c0e,37.745016,-122.171405
515,1826432,restaurant,9283,140 Encinal St, Santa Cruz, CA ,95060,https://www.crexi.com/properties/1279368/california-own-a-piece-of-santa-cruz-history?recommId=148073f2b7a91bb3338b93ceb1407c0e,36.9868165,-122.0320025
516,5900000,retail,16395,20 Cosmo Place, San Francisco, CA ,94109,https://www.crexi.com/properties/1277916/california-20-cosmo-place?recommId=148073f2b7a91bb3338b93ceb1407c0e,37.7882282,-122.4124221
517,5750000,restaurant,6702,2277 San Ramon Valley Blvd, San Ramon, CA ,94583,https://www.crexi.com/properties/1228452/california-sakura?recommId=148073f2b7a91bb3338b93ceb1407c0e,37.7785538,-121.9775083
518,1999999,restaurant,4177,296 Hegenberger Rd, Oakland, CA ,94621,https://www.crexi.com/properties/1184634/california-296-hegenberger-rd?recommId=148073f2b7a91bb3338b93ceb1407c0e,37.7338856,-122.1976026
519,2100000,retail,3700,2001 17th St, San Francisco, CA ,94103,https://www.crexi.com/properties/1083471/california-2001-17th-street,37.7645544,-122.4036982
520,750000,office,8229,321 Hartz Ave, Danville,CA,94526,https://www.crexi.com/properties/799044/california-321-hartz-avenue-2nd-floor-suite-202,37.8221986,-122.0009058
521,3900000,restaurant,5500,525 Commercial St, San Francisco, CA ,94111,https://www.crexi.com/properties/746444/california-525-commercial-st,37.7942681,-122.4018296
522,1800000,retail,1900,221 E San Fernando St, San Jose, CA ,95112,https://www.crexi.com/properties/1542916/california-221-e-san-fernando-st,37.3367201,-121.8847118
523,3250000,retail,3320,5901 Owens Dr, Pleasanton, CA ,94588,https://www.crexi.com/properties/1615805/california-5901-owens-dr,37.6996289,-121.9034303
524,1750000,restaurant,2800,16236 Main St, Guerneville, CA ,95446,https://www.crexi.com/properties/1195706/california-historic-pats-international-restaurant-of-guerneville,38.5022253,-122.9982475
525,5500000,restaurant,5000,140 Beach Way, Moss Beach, CA ,94038,https://www.crexi.com/properties/958850/california-moss-beach-distillery,37.5177424,-122.5128669
526,3250000,retail,9160,522 Grant Ave, San Francisco, CA ,94108,https://www.crexi.com/properties/920922/california-522-528-grant-ave,37.7918312,-122.4057586
527,1300000,retail,3739,1550 McHenry Ave, Modesto, CA ,95350,https://www.crexi.com/properties/1568477/california-granger-mchenry-l-shaped-lot,37.6668849,-120.9937503
528,2495000,retail,4200,495 S Second St, San Jose, CA ,95125,https://www.crexi.com/properties/1516545/california-495-s-2nd-street,37.3292398,-121.8841429
529,2990000,restaurant,2384,5724 Thornton Ave, Newark, CA ,94560,https://www.crexi.com/properties/1294732/california-hinodeya-ramen-bar-restaurant,37.5401495,-122.0273942
530,5200000,retail,4775,321 California Ave, Palo Alto, CA ,94306,https://www.crexi.com/properties/1284195/california-321-california-avenue,37.4270502,-122.1438461
531,3600000,restaurant,9839,3121 W Benjamin Holt Dr, Stockton, CA ,95219,https://www.crexi.com/properties/1629694/california-3121-w-benjamin-holt-drive,38.0056044,-121.3529285
532,6500000,retail,9404,1040 Columbus Ave, San Francisco, CA ,94133,https://www.crexi.com/properties/1003268/california-1040-columbus-ave,37.8041563,-122.4152693
533,1850000,restaurant,6393,19652 Mission Blvd, Hayward, CA ,94541,https://www.crexi.com/properties/1559724/california-19652-mission-boulevard,37.6880688,-122.1033868
534,3890000,retail,9140,2904 Freedom Blvd, Watsonville, CA ,95076,https://www.crexi.com/properties/1559787/california-the-5-mile-house,36.963904,-121.8092174
535,4500000,restaurant,5000,2400 Monterey Hwy, San Jose, CA ,95111,https://www.crexi.com/properties/1163342/california-2400-monterey-hwy,37.1729504,-121.694572
536,9650000,retail,8409,39401 Fremont Blvd, Fremont, CA ,94538,https://www.crexi.com/properties/1507903/california-established-red-lobster-wtremendous-upside-potential,37.5451356,-121.9825141
537,3400000,retail,4800,2816 Middlefield Rd, Redwood City, CA ,94063,https://www.crexi.com/properties/1289143/california-2816-middlefield-rd,37.4757279,-122.21042
538,1995000,services,54885.6,20396 Bohemian Hwy, Monte Rio, CA ,95462,https://www.crexi.com/properties/1156710/california-monte-rio-theater,38.4675885,-123.0102901
539,4990000,retail,15000,100 Yacht Club Dr, San Rafael, CA ,94901,https://www.crexi.com/properties/1210474/california-100-yacht-club-dr,37.9683415,-122.5165338
540,5000000,restaurant,7000,4910 Dublin Blvd, Dublin, CA ,94568,https://www.crexi.com/properties/650056/california-4910-dublin-boulevard,37.7033228,-121.884709
541,2900000,retail,4977,709 Admiral Callaghan Lane, Vallejo, CA ,94591,https://www.crexi.com/properties/462898/california-709-admiral-callaghan-lane-vallejo-ca,38.1238259,-122.2286843
